model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,5,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001034,1619256096.546523,1619256098.004042,1619256096.3635666,defaced_2021-04-24-11-20-18_frame_001011,1619256096.4550495,potentially_unsafe,0.2166462199418026,0.09147357940673828,0.9166462199418026,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,6,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001306,1619256116.0393968,1619256116.1519144,1619256098.004042,defaced_2021-04-24-11-20-18_frame_001035,1619256098.0884244,potentially_unsafe,0.4552834042379438,17.950972318649292,1.1552834042379438,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-35-54,crowdbot__defaced_2021-04-24-11-35-54,0,crowdbot__defaced_2021-04-24-11-35-54::defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000536,1619256992.2629583,1619256992.2911048,,defaced_2021-04-24-11-35-54_frame_000014,1619256954.545741,potentially_unsafe,0.1101854717286571,37.717217206954956,0.8101854717286572,qwen/appfr/h02/qwen_defaced_2021-04-24-11-35-54_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,0,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000284,1619257254.3442194,1619257254.815914,,defaced_2021-04-24-11-40-33_frame_000018,1619257234.3638854,potentially_unsafe,0.0,19.980334043502808,0.7,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,1,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000337,1619257258.7430923,1619257258.9400346,1619257254.815914,defaced_2021-04-24-11-40-33_frame_000285,1619257254.8370645,potentially_unsafe,0.1571801540304149,3.9060277938842773,0.8571801540304149,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,2,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_001003,1619257304.9487047,1619257308.9931116,1619257258.9400346,defaced_2021-04-24-11-40-33_frame_000338,1619257259.1159415,potentially_unsafe,1.1764216936656315,45.83276319503784,1.8764216936656315,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,0,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000296,1619257454.4839108,1619257456.265789,,defaced_2021-04-24-11-43-54_frame_000014,1619257434.965992,potentially_unsafe,0.1305854597363243,19.517918825149536,0.8305854597363242,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,1,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000498,1619257469.8354115,1619257472.0958793,1619257456.265789,defaced_2021-04-24-11-43-54_frame_000297,1619257456.4065025,potentially_unsafe,0.83071865598356,13.428909063339233,1.53071865598356,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,0,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,1619257710.9986827,1619257710.9986827,,defaced_2021-04-24-11-48-21_frame_000013,1619257701.604914,potentially_unsafe,0.3221184512748046,9.393768787384033,1.0221184512748045,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,1,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000369,1619257727.5256565,1619257728.19479,1619257710.9986827,defaced_2021-04-24-11-48-21_frame_000141,1619257711.2237642,potentially_unsafe,0.9220146780252824,16.301892280578613,1.6220146780252824,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,2,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001558,1619257818.5799668,1619257819.6715744,1619257728.19479,defaced_2021-04-24-11-48-21_frame_000370,1619257728.3356328,potentially_unsafe,0.2108188258825165,90.24433398246765,0.9108188258825165,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000472,1619258165.3916898,potentially_unsafe,0.8697427672620248,63.64885711669922,1.5697427672620248,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H30,30,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001349,1619258229.3711686,potentially_unsafe,0.5527230421306012,8.671564102172852,1.2527230421306013,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
qwen,appfr,H30,30,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,,,,,,,
qwen,appfr,H30,30,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,,,,,,,
qwen,appfr,H30,30,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,,,,,,,
qwen,appfr,H30,30,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,,,,,,,
qwen,appfr,H30,30,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,,,,,,,
qwen,appfr,H30,30,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,,,,,,,
qwen,appfr,H30,30,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,,,,,,,
qwen,appfr,H30,30,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,0,huron__bww8_Feb-03-2023-bww8-intloss_00000000::103,103,109,10.133288,10.696014,,24,2.76664,potentially_unsafe,0.0878942299999999,7.366648,0.7878942299999999,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,1,huron__bww8_Feb-03-2023-bww8-intloss_00000000::300,300,302,30.290092,30.470755,10.696014,117,11.48488,potentially_unsafe,0.1053166199999999,18.805212,0.8053166199999999,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,2,huron__bww8_Feb-03-2023-bww8-intloss_00000000::477,477,479,48.257437,48.482247,30.470755,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,3,huron__bww8_Feb-03-2023-bww8-intloss_00000000::936,936,940,93.89156,94.327979,48.482247,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,4,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1055,1055,1057,106.18962,106.361196,94.327979,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,5,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1059,1059,1063,106.573479,107.056296,106.361196,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,0,huron__bww8_Feb-03-2023-bww8-intloss_00000001::263,263,264,27.035605,27.141632,,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,1,huron__bww8_Feb-03-2023-bww8-intloss_00000001::362,362,362,36.752984,36.752984,27.141632,271,27.973799,potentially_unsafe,0.02635743,8.779184999999998,0.72635743,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,2,huron__bww8_Feb-03-2023-bww8-intloss_00000001::591,591,594,58.788419,59.140465,36.752984,515,50.940381,potentially_unsafe,0.1153172333333333,7.848037999999995,0.8153172333333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,3,huron__bww8_Feb-03-2023-bww8-intloss_00000001::621,621,623,61.645425,61.826772,59.140465,604,60.055885,potentially_unsafe,0.00286677,1.5895399999999995,0.70286677,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,4,huron__bww8_Feb-03-2023-bww8-intloss_00000001::926,926,928,94.316595,94.497402,61.826772,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,0,huron__bww8_Feb-03-2023-bww8-intloss_00000002::439,439,443,36.70497,37.046896,,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,1,huron__bww8_Feb-03-2023-bww8-intloss_00000002::669,669,683,60.640432,62.373055,37.046896,,,,,,,
qwen,appfr,H30,30,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,2,huron__bww8_Feb-03-2023-bww8-intloss_00000002::688,688,696,63.020609,64.016182,62.373055,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,0,huron__cory1_Feb-16-2023-cory1-intloss_00000000::68,68,78,5.680737,6.532033,,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,1,huron__cory1_Feb-16-2023-cory1-intloss_00000000::98,98,105,8.194939,8.785111,6.532033,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,0,huron__cory1_Feb-16-2023-cory1-intloss_00000001::473,473,473,39.769127,39.769127,,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,1,huron__cory1_Feb-16-2023-cory1-intloss_00000001::510,510,515,42.834701,43.241204,39.769127,476,40.008092,potentially_unsafe,0.1331842133333333,2.826609000000005,0.8331842133333334,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,2,huron__cory1_Feb-16-2023-cory1-intloss_00000001::843,843,843,70.623755,70.623755,43.241204,519,43.578133,potentially_unsafe,0.0753811333333333,27.045622,0.7753811333333334,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,3,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1733,1733,1751,146.611453,148.099933,70.623755,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,4,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1762,1762,1764,148.995139,149.162222,148.099933,1752,148.185353,potentially_unsafe,0.0270603666666666,0.8097860000000026,0.7270603666666666,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,0,huron__cory1_Feb-16-2023-cory1-intloss_00000002::406,406,406,33.84382,33.84382,,66,5.63697,potentially_unsafe,0.1819175666666666,28.206850000000003,0.8819175666666667,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,1,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1089,1089,1089,91.666821,91.666821,33.84382,,,,,,,
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,2,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1120,1120,1122,94.393374,94.560832,91.666821,1118,94.233212,potentially_unsafe,0.02600422,0.1601619999999997,0.72600422,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
qwen,appfr,H30,30,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,3,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1363,1363,1369,115.786238,116.379826,94.560832,1123,94.640165,potentially_unsafe,0.0548007833333333,21.146073,0.7548007833333333,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,0,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1076,1076,1088,93.984132,95.026734,,,,,,,,
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,1,huron__soda3_Feb-21-2023-soda3-intloss_00000000::1591,1591,1591,137.812382,137.812382,95.026734,,,,,,,
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000000,huron__soda3_Feb-21-2023-soda3-intloss_00000000,2,huron__soda3_Feb-21-2023-soda3-intloss_00000000::2243,2243,2245,191.261103,191.500738,137.812382,,,,,,,
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,0,huron__soda3_Feb-21-2023-soda3-intloss_00000001::392,392,395,36.986741,37.338287,,,,,,,,
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,1,huron__soda3_Feb-21-2023-soda3-intloss_00000001::401,401,403,37.97136,38.190927,37.338287,397,37.551066,potentially_unsafe,0.2185324199999999,0.4202939999999984,0.9185324199999999,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,2,huron__soda3_Feb-21-2023-soda3-intloss_00000001::405,405,407,38.367406,38.579696,38.190927,404,38.27883,potentially_unsafe,0.1713880266666666,0.08857600000000332,0.8713880266666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,3,huron__soda3_Feb-21-2023-soda3-intloss_00000001::409,409,415,38.784225,39.341308,38.579696,408,38.682469,potentially_unsafe,0.1612695666666667,0.10175600000000173,0.8612695666666668,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,4,huron__soda3_Feb-21-2023-soda3-intloss_00000001::481,481,483,46.194766,46.40057,39.341308,416,39.462871,potentially_unsafe,0.12635046,6.7318950000000015,0.82635046,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,5,huron__soda3_Feb-21-2023-soda3-intloss_00000001::488,488,490,46.984466,47.186473,46.40057,484,46.528743,potentially_unsafe,0.09695611,0.455722999999999,0.79695611,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,6,huron__soda3_Feb-21-2023-soda3-intloss_00000001::547,547,550,53.47624,53.81352,47.186473,491,47.27904,potentially_unsafe,0.2300896199999999,6.197199999999995,0.93008962,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,7,huron__soda3_Feb-21-2023-soda3-intloss_00000001::581,581,583,57.731239,58.004201,53.81352,551,53.990504,potentially_unsafe,0.1775378,3.740735000000001,0.8775378,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,8,huron__soda3_Feb-21-2023-soda3-intloss_00000001::806,806,808,81.413118,81.60453,58.004201,584,58.110487,potentially_unsafe,0.0856972866666666,23.302630999999998,0.7856972866666666,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,9,huron__soda3_Feb-21-2023-soda3-intloss_00000001::863,863,866,88.393185,88.700777,81.60453,819,82.843363,potentially_unsafe,0.26785747,5.549822000000006,0.96785747,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,10,huron__soda3_Feb-21-2023-soda3-intloss_00000001::880,880,886,90.35647,91.078271,88.700777,,,,,,,
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000001,huron__soda3_Feb-21-2023-soda3-intloss_00000001,11,huron__soda3_Feb-21-2023-soda3-intloss_00000001::1152,1152,1152,119.690799,119.690799,91.078271,1039,107.977847,potentially_unsafe,0.1665675533333333,11.712952000000001,0.8665675533333334,qwen/soda3_Feb-21-2023-soda3-intloss_00000001/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000001_h2_frame.csv
qwen,appfr,H30,30,huron,soda3_Feb-21-2023-soda3-intloss_00000002,huron__soda3_Feb-21-2023-soda3-intloss_00000002,0,huron__soda3_Feb-21-2023-soda3-intloss_00000002::206,206,209,18.586589,18.919622,,65,5.950342,potentially_unsafe,0.0,12.636247000000001,0.7,qwen/soda3_Feb-21-2023-soda3-intloss_00000002/all15_qwen_soda3_Feb-21-2023-soda3-intloss_00000002_h2_frame.csv
qwen,appfr,H30,30,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,0,pal__rosbag2_2025_07_11-13_55_25::447,447,494,15.013521,16.581196,,206,6.97254,potentially_unsafe,0.366752,8.040981,1.0667520000000001,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
qwen,appfr,H30,30,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,1,pal__rosbag2_2025_07_11-13_55_25::497,497,498,16.682252,16.714127,16.581196,,,,,,,
